Meses_contrato,Total,Factura_mensual,Contrato_mensual,Pago_chequera_electronica,Soporte_tecnico,Seguridad_online,Contrato_2_años,Factura_online,Contrato_1_año,Respaldo_online,Genero_Masculino,Renuncia,ID
60.0,6176.6,101.4,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5298-GSTLM
10.0,1064.65,100.25,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5299-RULOA
3.0,298.35,101.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5299-SJCZT
32.0,2596.15,80.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5301-GAUUY
35.0,3418.2,95.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5302-BDJNT
72.0,8022.85,111.65,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5304-EFJLP
48.0,2651.2,55.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5306-BVTKJ
32.0,2628.6,85.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5307-DZCVC
53.0,2495.2,48.7,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5307-UVGNB
7.0,418.3,62.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5309-TAIKL
46.0,907.05,19.95,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5310-NOOVA
12.0,605.75,50.95,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5311-IHLEI
64.0,5980.75,92.85,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5312-IRCFR
15.0,270.6,19.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5312-TSZVC
41.0,3990.6,98.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5312-UXESG
51.0,1266.4,24.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5313-FPXWG
28.0,1381.8,51.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5315-CKEQK
66.0,4193.4,61.35,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5317-FLPJF
2.0,183.75,87.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5318-IXUZF
43.0,3566.6,79.15,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5318-YKDPV
58.0,4415.75,75.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5320-BRKGK
66.0,5234.95,79.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5321-NTRKC
71.0,8100.25,114.6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5322-TEUJK
31.0,755.6,25.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5322-ZSMZY
71.0,1539.75,20.85,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5324-KTGCG
31.0,2929.75,90.55,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5325-UWTWJ
48.0,4473.45,96.9,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5327-CNLUQ
72.0,5329.0,73.45,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5327-XOKKY
72.0,5396.25,77.35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5329-KRDTM
54.0,5295.7,99.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5331-RGMTT
4.0,73.45,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5332-UJJBL
72.0,1789.9,25.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5334-AFQJB
60.0,5475.9,94.1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5334-JLAXU
65.0,7047.5,107.45,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5336-UFNZP
34.0,1442.6,44.85,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5337-IIWKZ
37.0,2302.35,61.45,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5338-YHWYT
4.0,367.95,90.65,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5339-PXDVH
62.0,6487.2,105.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5339-TJFEK
52.0,4297.6,80.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5343-SGUBI
8.0,158.35,20.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5345-BMKWB
69.0,1346.2,19.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5346-BZCHP
12.0,1021.75,89.55,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5348-CAGXB
5.0,125.5,25.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5349-AZPEW
2.0,178.1,94.95,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5349-IECLD
1.0,24.2,24.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5351-QESIO
28.0,1522.65,56.05,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5353-WILCI
3.0,174.2,64.6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5356-CSVSQ
58.0,1513.6,24.45,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5356-KZCKT
1.0,20.2,20.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5356-RHIPP
9.0,732.5,84.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5357-TZHPP
71.0,7555.0,105.15,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5360-LJCNJ
72.0,4664.5,65.65,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5360-XGYAZ
13.0,973.45,79.8,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5364-EVNIB
51.0,4812.75,94.65,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5364-XYIRR
25.0,1767.35,70.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5365-FJKGQ
2.0,105.6,45.85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5365-LLFYV
20.0,1761.45,88.7,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5366-IJEQJ
18.0,908.75,50.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5366-OBVMR
37.0,3778.0,104.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5370-IIVVL
50.0,4113.7,83.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5371-VYLSX
21.0,452.2,20.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5372-FBKBN
36.0,3132.75,85.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5373-SFODM
69.0,7665.8,114.35,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5375-XLDOF
1.0,70.6,70.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5376-DEQCP
72.0,7459.0,104.45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5376-PCKNB
71.0,6293.75,91.05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5377-NDTOU
1.0,35.75,35.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5378-IKEEG
5.0,486.85,93.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5380-AFSSK
34.0,3549.25,106.35,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5380-WJKOV
38.0,678.2,20.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5380-XPJNZ
22.0,2162.6,95.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5382-SOYZL
45.0,2298.55,50.9,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5382-TEMLV
8.0,613.4,84.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5383-MMTWC
15.0,272.95,19.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5384-ZTTWP
52.0,5568.35,104.2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5385-SUIRI
66.0,3027.25,45.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5386-THSLQ
66.0,4174.35,63.85,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5387-ASZNZ
32.0,2483.05,80.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5389-FFVKB
12.0,523.1,45.05,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5392-AKEMH
32.0,2404.15,76.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5393-HJZSM
1.0,79.6,79.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5393-RXQSZ
60.0,4946.7,80.6,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5394-MEITZ
37.0,3475.55,98.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5394-SVGJV
9.0,180.7,19.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5396-IZEPB
67.0,3281.65,50.9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5397-NSKQG
65.0,4555.2,70.95,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5397-TUPSH
5.0,383.65,74.65,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5399-ZIMKF
16.0,875.35,55.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5402-HTOTQ
5.0,262.3,51.35,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5404-GGUKR
8.0,548.9,74.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5405-ZMYXQ
71.0,1719.15,24.55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5406-KGRMX
57.0,5229.8,90.45,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5414-OFQCB
4.0,442.85,99.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5419-CONWX
30.0,2351.45,77.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5419-JKZNQ
1.0,101.45,101.45,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5419-JPRRN
25.0,2257.75,89.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5419-KLXBN
32.0,1739.6,54.2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5423-BHIXO
10.0,638.95,59.65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5424-RLQLC
68.0,1664.3,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5425-GQTTT
12.0,1057.55,89.15,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5429-LWCMV
14.0,1164.05,86.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5433-KYGHE
19.0,1130.85,59.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5438-QMDDL
41.0,3851.45,94.55,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5439-WIKXB
69.0,7318.2,108.4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5440-FLBQG
69.0,7386.05,105.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5440-VHLUL
2.0,139.25,70.35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5442-BHQNG
33.0,838.5,24.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5442-BXVND
12.0,258.35,19.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5442-PPTJY
3.0,257.05,91.85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5442-UTCVD
11.0,868.5,79.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5442-XSDCW
58.0,5610.15,94.3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5443-SCMKX
22.0,1049.05,49.8,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5445-GLVOT
62.0,6529.25,102.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5445-PZWGX
7.0,576.65,81.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5445-UTODQ
61.0,3965.05,65.2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5446-DKWYW
27.0,1461.45,53.45,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5447-VYTKW
53.0,5200.8,100.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5447-WZAFP
19.0,1375.6,75.9,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5448-VWNAM
19.0,2012.7,103.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5449-FIBXJ
56.0,1431.65,24.45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5451-MHQOF
72.0,8443.7,115.75,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5451-YHYPW
17.0,1336.9,80.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5453-AXEPF
70.0,6994.8,101.1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5453-YBTWV
72.0,4641.1,64.45,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5456-ITGIC
69.0,5542.55,80.65,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5457-COLHT
65.0,4820.15,74.8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5458-CQJTA
43.0,3953.15,94.3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5461-QKNTN
41.0,772.4,19.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5465-BUBFA
46.0,851.2,19.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5468-BPMMO
61.0,6547.7,106.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5469-CTCWN
19.0,373.5,19.95,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5469-NUJUR
68.0,2719.2,38.9,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5472-CVMDX
52.0,4976.15,95.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5473-KHBPS
24.0,533.9,20.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5474-LAMUQ
33.0,2033.85,60.9,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5478-JJVZK
3.0,77.75,25.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5480-HPRRX
24.0,2431.35,99.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5480-TBGPH
31.0,697.7,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5480-XTFFL
67.0,7142.5,107.05,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5481-NTDOH
4.0,272.15,60.4,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5482-NUPNA
2.0,41.85,24.35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5482-PLVPE
22.0,2157.3,93.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5482-VXSXJ
66.0,5595.3,85.9,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5485-ITNPC
2.0,94.55,66.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5485-WUYWF
2.0,113.35,55.1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5493-SDRDQ
1.0,80.25,80.25,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5494-HECPR
71.0,5999.85,82.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5494-WOZRZ
20.0,419.4,19.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5495-GPSRW
66.0,3251.85,49.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5498-IBWPI
34.0,2874.15,87.45,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5498-TXHLF
47.0,3021.45,66.05,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5499-ECUTN
3.0,79.45,29.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5499-MBERC
1.0,55.25,55.25,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5501-TVMGM
69.0,7446.9,103.95,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5502-RLUYV
70.0,6385.95,90.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5504-WSIUR
17.0,353.65,20.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5505-OVWQW
1.0,19.25,19.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5510-BOIUJ
46.0,1174.8,24.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5512-IDZEI
41.0,4507.15,111.15,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5514-YQENT
54.0,5440.9,100.1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5515-AKOAJ
1.0,19.9,19.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5515-IDEJJ
8.0,438.05,54.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5515-RUGKN
12.0,1046.1,94.2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5519-NPHVG
33.0,682.15,20.15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5519-TEEUH
21.0,2254.2,103.9,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5519-YLDGW
12.0,916.9,84.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5520-FVEWJ
1.0,44.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5522-JBWMO
25.0,2199.05,85.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5522-NYKPB
33.0,2453.3,74.75,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5524-KHNJP
11.0,829.3,70.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5527-ACHSO
47.0,1046.2,20.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5529-GIBVH
7.0,265.8,44.4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5533-NHFRF
49.0,1453.1,30.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5533-RJFTJ
49.0,4853.75,99.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5536-RTPWK
55.0,4458.15,77.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5536-SLHPM
20.0,375.25,19.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5537-UXXVS
28.0,734.6,25.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5539-HIVAK
1.0,69.75,69.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5539-TMZLF
4.0,235.05,54.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5542-DHSXL
42.0,844.45,20.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5542-NKVRU
1.0,69.9,69.9,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5542-TBBWB
4.0,234.85,56.4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5543-QDCRY
41.0,775.6,20.45,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5546-BYZSM
13.0,257.0,19.95,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5546-QUERU
50.0,1261.45,24.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5549-ZGHFB
1.0,69.85,69.85,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5550-VFRLC
1.0,45.3,45.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5552-ZNFSJ
66.0,6891.45,104.9,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5553-AOINX
10.0,223.9,24.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5555-RNPGT
2.0,172.85,79.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5561-NWEVX
1.0,19.65,19.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5562-BETPV
2.0,35.1,20.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5562-YJQGT
1.0,75.3,75.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5564-NEMQO
16.0,1529.2,96.15,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5565-FILXA
27.0,2209.75,80.65,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5566-SOEZD
58.0,1131.5,20.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5567-GZKQY
3.0,279.55,94.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5567-WSELE
8.0,554.45,65.45,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5568-DMXZS
71.0,7472.15,105.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5569-IDSEY
9.0,754.65,85.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5569-KGJHX
28.0,2812.2,101.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5569-OUICF
3.0,216.75,75.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5570-PTWEH
72.0,7559.55,104.9,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5570-ZGMEU
22.0,1855.65,84.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5572-ZDXHY
63.0,7049.75,109.2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5574-NXZIU
34.0,1889.5,56.95,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5575-GNVDE
46.0,4245.55,89.15,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5575-TPIZQ
15.0,297.3,19.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5577-OTWWW
58.0,5846.65,99.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5578-NKCXI
44.0,2375.2,54.05,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5583-EJXRD
1.0,70.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5583-SXDAG
4.0,76.35,20.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5585-WEFDD
22.0,2095.0,100.75,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5590-BYNII
20.0,482.8,24.45,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5590-YRFJT
8.0,482.25,54.65,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5590-ZSKRV
24.0,2033.05,83.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5593-SUAOO
1.0,85.45,85.45,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5597-GLBUC
72.0,1866.45,25.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5598-IKHQQ
14.0,1058.1,80.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5599-HVLTW
2.0,143.9,69.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5600-KTXFM
6.0,312.7,49.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5600-PDUJF
12.0,228.75,19.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5602-BVFMK
7.0,515.45,69.85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5605-IYGFG
72.0,1802.55,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5605-XNWEN
10.0,765.15,78.15,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5606-AMZBO
